0.04,0.04,0.00
0.04,0.08,0.00
0.04,0.12,0.00
0.04,0.16,0.00
0.08,0.04,0.00
0.08,0.08,0.00
0.08,0.12,0.00
0.08,0.16,0.00
0.12,0.04,0.00
0.12,0.08,0.00
0.12,0.12,0.00
0.12,0.16,0.00
0.16,0.04,0.00
0.16,0.08,0.00
0.16,0.12,0.00
0.16,0.16,0.00
0.20,0.04,0.00
0.20,0.08,0.00
0.20,0.12,0.00
0.20,0.16,0.00
0.24,0.04,0.00
0.24,0.08,0.00
0.24,0.12,0.00
0.24,0.16,0.00
